customer_id,event_date,event_type
CUST00126,2025-02-16,cart_add
CUST00126,2025-06-24,site_visit
CUST00126,2025-02-15,site_visit
CUST00127,2025-04-24,site_visit
CUST00127,2025-07-06,site_visit
CUST00127,2025-06-15,cart_abandon
CUST00127,2025-07-14,cart_abandon
CUST00127,2025-07-11,support_ticket
CUST00128,2025-07-05,site_visit
CUST00128,2025-07-19,email_open
CUST00128,2025-07-23,cart_abandon
CUST00129,2024-04-27,cart_add
CUST00130,2024-12-18,site_visit
CUST00131,2025-04-21,cart_abandon
CUST00131,2025-07-25,review_submitted
CUST00131,2025-02-20,cart_add
CUST00131,2024-11-04,site_visit
CUST00132,2024-12-03,site_visit
CUST00133,2025-05-10,cart_abandon
CUST00134,2024-12-31,site_visit
CUST00135,2025-07-25,email_open
CUST00135,2025-07-05,site_visit
CUST00135,2025-07-25,email_open
CUST00135,2025-07-29,email_open
CUST00135,2025-07-08,cart_add
CUST00135,2025-07-04,cart_abandon
CUST00135,2025-07-01,site_visit
CUST00135,2025-07-18,email_open
CUST00136,2025-02-27,email_open
CUST00137,2025-06-20,email_open
CUST00138,2025-03-09,site_visit
CUST00138,2025-04-06,site_visit
CUST00138,2025-06-25,cart_add
CUST00139,2025-01-01,email_open
CUST00139,2024-10-17,support_ticket
CUST00140,2025-07-23,email_open
CUST00140,2025-07-13,email_open
CUST00140,2025-07-29,cart_add
CUST00140,2025-07-28,cart_abandon
CUST00140,2025-07-13,site_visit
CUST00140,2025-07-17,site_visit
CUST00140,2025-07-29,cart_add
CUST00140,2025-07-18,cart_add
CUST00140,2025-07-25,site_visit
CUST00140,2025-07-23,email_open
CUST00140,2025-07-20,site_visit
CUST00140,2025-07-15,email_open
CUST00140,2025-07-16,review_submitted
CUST00140,2025-07-18,site_visit
CUST00140,2025-07-15,site_visit
CUST00141,2025-07-12,site_visit
CUST00141,2025-07-08,cart_add
CUST00141,2025-07-26,review_submitted
CUST00141,2025-07-12,email_open
CUST00141,2025-07-27,review_submitted
CUST00141,2025-07-22,site_visit
CUST00141,2025-07-27,cart_abandon
CUST00141,2025-07-23,review_submitted
CUST00141,2025-07-21,site_visit
CUST00141,2025-07-12,cart_add
CUST00141,2025-07-15,cart_abandon
CUST00141,2025-07-09,email_open
CUST00142,2024-07-01,site_visit
CUST00143,2025-02-24,site_visit
CUST00143,2025-04-26,site_visit
CUST00144,2024-10-04,site_visit
CUST00144,2024-08-13,site_visit
CUST00144,2024-10-02,site_visit
CUST00144,2024-09-10,cart_add
CUST00145,2024-12-16,cart_abandon
CUST00146,2025-04-12,site_visit
CUST00147,2025-03-29,site_visit
CUST00147,2025-07-23,cart_add
CUST00148,2025-07-28,cart_abandon
CUST00149,2024-11-14,cart_add
CUST00150,2025-02-17,cart_add
CUST00151,2025-07-21,email_open
CUST00152,2024-09-14,cart_add
CUST00153,2025-07-15,cart_abandon
CUST00154,2025-07-05,site_visit
CUST00154,2024-11-21,email_open
CUST00154,2025-03-27,email_open
CUST00154,2024-12-03,cart_abandon
CUST00154,2025-02-13,site_visit
CUST00155,2025-07-24,cart_abandon
CUST00155,2025-07-28,cart_abandon
CUST00155,2025-07-31,site_visit
CUST00156,2025-03-30,site_visit
CUST00157,2025-07-12,cart_add
CUST00157,2025-03-01,email_open
CUST00158,2025-06-08,site_visit
CUST00159,2025-03-15,site_visit
CUST00160,2025-06-29,site_visit
CUST00160,2025-04-22,site_visit
CUST00161,2024-10-03,site_visit
CUST00162,2025-02-11,site_visit
CUST00162,2025-03-04,cart_abandon
CUST00162,2025-01-04,email_open
CUST00162,2025-05-12,site_visit
CUST00163,2025-03-11,site_visit
CUST00164,2025-05-06,site_visit
CUST00164,2025-06-12,review_submitted
CUST00164,2025-07-24,cart_add
CUST00165,2025-07-31,site_visit
CUST00166,2025-05-18,support_ticket
CUST00166,2025-07-05,site_visit
CUST00166,2025-07-07,email_open
CUST00166,2025-05-22,support_ticket
CUST00166,2025-07-16,site_visit
CUST00167,2025-06-24,review_submitted
CUST00168,2025-06-23,email_open
CUST00169,2025-01-01,site_visit
CUST00170,2025-02-08,site_visit
CUST00170,2025-05-01,cart_abandon
CUST00170,2025-02-17,site_visit
CUST00170,2025-07-12,email_open
CUST00170,2025-02-07,site_visit
CUST00171,2025-02-10,site_visit
CUST00171,2025-04-27,site_visit
CUST00172,2024-03-14,review_submitted
CUST00173,2024-12-20,cart_add
CUST00174,2025-02-05,site_visit
CUST00175,2025-07-10,site_visit
CUST00176,2025-05-12,cart_add
CUST00177,2025-07-08,site_visit
CUST00177,2025-03-10,cart_abandon
CUST00178,2025-01-25,site_visit
CUST00178,2024-12-03,site_visit
CUST00179,2025-06-27,site_visit
CUST00179,2025-07-20,cart_abandon
CUST00179,2025-07-06,cart_add
CUST00179,2025-07-26,cart_add
CUST00179,2025-06-24,cart_add
CUST00180,2025-05-22,site_visit
CUST00181,2024-10-17,site_visit
CUST00182,2025-02-27,cart_abandon
CUST00183,2025-07-18,cart_abandon
CUST00183,2025-07-02,cart_abandon
CUST00183,2025-07-30,email_open
CUST00183,2025-07-09,site_visit
CUST00183,2025-06-20,site_visit
CUST00183,2025-06-28,email_open
CUST00183,2025-06-18,cart_abandon
CUST00183,2025-07-15,cart_abandon
CUST00183,2025-07-23,support_ticket
CUST00184,2025-07-18,cart_add
CUST00184,2025-06-08,site_visit
CUST00184,2025-05-26,email_open
CUST00184,2025-07-27,site_visit
CUST00184,2025-06-15,cart_add
CUST00184,2025-05-28,cart_abandon
CUST00185,2024-10-25,cart_add
CUST00186,2025-02-25,support_ticket
CUST00186,2025-01-25,site_visit
CUST00187,2025-07-13,site_visit
CUST00187,2025-07-03,site_visit
CUST00187,2025-04-30,site_visit
CUST00187,2025-06-29,site_visit
CUST00187,2025-06-30,review_submitted
CUST00188,2025-06-25,cart_add
CUST00188,2025-01-10,site_visit
CUST00189,2025-07-24,review_submitted
CUST00190,2024-09-30,email_open
CUST00191,2024-12-31,email_open
CUST00192,2025-07-08,cart_add
CUST00192,2025-06-11,site_visit
CUST00192,2025-06-23,site_visit
CUST00192,2025-07-07,cart_add
CUST00192,2025-06-15,site_visit
CUST00193,2025-06-25,support_ticket
CUST00193,2025-07-28,site_visit
CUST00193,2025-07-28,email_open
CUST00193,2025-06-18,cart_abandon
CUST00193,2025-06-15,cart_add
CUST00193,2025-07-20,email_open
CUST00193,2025-06-30,email_open
CUST00193,2025-07-09,cart_add
CUST00193,2025-07-13,cart_add
CUST00193,2025-07-14,site_visit
CUST00193,2025-07-19,site_visit
CUST00194,2025-02-08,review_submitted
CUST00195,2024-09-14,site_visit
CUST00196,2025-07-30,site_visit
CUST00197,2025-03-30,cart_abandon
CUST00197,2025-04-22,cart_add
CUST00198,2025-07-19,site_visit
CUST00198,2025-07-08,email_open
CUST00199,2025-06-22,site_visit
CUST00199,2025-07-21,cart_add
CUST00199,2025-06-14,site_visit
CUST00199,2025-07-25,site_visit
CUST00200,2025-05-03,review_submitted
CUST00200,2025-05-16,site_visit
CUST00200,2025-05-05,cart_add
CUST00201,2025-06-01,site_visit
CUST00202,2024-08-06,site_visit
CUST00203,2024-05-21,email_open
CUST00204,2025-06-07,site_visit
CUST00204,2025-07-23,site_visit
CUST00204,2025-07-26,support_ticket
CUST00204,2025-06-08,review_submitted
CUST00204,2025-07-03,cart_add
CUST00205,2025-05-19,site_visit
CUST00205,2024-12-22,cart_abandon
CUST00206,2025-05-21,cart_add
CUST00207,2024-08-10,cart_abandon
CUST00208,2025-01-15,site_visit
CUST00208,2025-02-09,review_submitted
CUST00208,2025-06-19,site_visit
CUST00208,2025-04-12,site_visit
CUST00209,2024-02-17,site_visit
CUST00210,2025-07-12,site_visit
CUST00211,2025-01-21,cart_abandon
CUST00212,2025-06-09,site_visit
CUST00212,2025-05-04,site_visit
CUST00212,2025-06-22,cart_abandon
CUST00213,2025-02-04,cart_abandon
CUST00213,2025-03-09,review_submitted
CUST00214,2025-05-29,cart_add
CUST00215,2025-06-25,site_visit
CUST00215,2025-03-07,cart_abandon
CUST00216,2025-01-31,cart_abandon
CUST00217,2024-12-10,cart_add
CUST00218,2025-03-09,site_visit
CUST00218,2025-07-03,cart_add
CUST00218,2025-07-30,site_visit
CUST00219,2025-04-01,cart_abandon
CUST00219,2025-03-29,email_open
CUST00219,2025-02-10,cart_add
CUST00219,2025-05-06,site_visit
CUST00220,2025-06-16,cart_add
CUST00220,2025-05-21,cart_add
CUST00220,2025-05-22,site_visit
CUST00221,2025-07-12,cart_add
CUST00221,2025-04-17,site_visit
CUST00222,2025-05-31,site_visit
CUST00222,2025-03-12,site_visit
CUST00223,2024-07-26,cart_add
CUST00224,2024-11-06,cart_add
CUST00225,2025-02-24,support_ticket
CUST00226,2025-05-31,cart_add
CUST00226,2025-06-16,cart_abandon
CUST00227,2025-07-24,cart_add
CUST00227,2025-07-18,cart_add
CUST00227,2025-07-23,site_visit
CUST00227,2025-07-14,site_visit
CUST00227,2025-07-24,site_visit
CUST00227,2025-07-26,site_visit
CUST00228,2024-12-03,site_visit
CUST00228,2024-12-25,site_visit
CUST00229,2025-06-03,email_open
CUST00229,2025-07-28,cart_abandon
CUST00230,2025-07-12,email_open
CUST00231,2025-07-23,cart_abandon
CUST00231,2025-07-30,site_visit
CUST00231,2025-06-14,email_open
CUST00231,2025-04-17,email_open
CUST00232,2025-04-15,site_visit
CUST00232,2025-07-12,site_visit
CUST00232,2024-12-02,cart_add
CUST00233,2025-04-10,cart_add
CUST00233,2025-07-07,cart_add
CUST00234,2025-05-26,cart_abandon
CUST00234,2025-01-29,cart_add
CUST00235,2025-02-08,review_submitted
CUST00236,2025-04-16,site_visit
CUST00236,2025-07-28,cart_add
CUST00237,2025-04-20,cart_abandon
CUST00238,2025-01-31,email_open
CUST00239,2025-07-17,site_visit
CUST00239,2025-07-13,cart_abandon
CUST00239,2025-05-11,site_visit
CUST00239,2025-05-26,cart_abandon
CUST00239,2025-06-26,site_visit
CUST00240,2024-08-11,site_visit
CUST00241,2025-07-16,email_open
CUST00241,2025-06-27,email_open
CUST00241,2025-07-03,cart_abandon
CUST00241,2025-07-10,cart_add
CUST00242,2025-07-12,email_open
CUST00242,2025-07-04,support_ticket
CUST00242,2025-07-08,site_visit
CUST00242,2025-07-13,email_open
CUST00242,2025-07-04,site_visit
CUST00242,2025-07-18,site_visit
CUST00242,2025-07-17,support_ticket
CUST00242,2025-07-04,cart_add
CUST00243,2025-06-29,cart_abandon
CUST00243,2025-06-18,cart_add
CUST00243,2025-06-25,review_submitted
CUST00243,2025-07-24,site_visit
CUST00243,2025-06-19,email_open
CUST00243,2025-07-12,cart_abandon
CUST00243,2025-06-29,site_visit
CUST00243,2025-07-07,cart_add
CUST00243,2025-07-11,cart_abandon
CUST00243,2025-07-03,site_visit
CUST00244,2025-05-30,cart_abandon
CUST00244,2025-03-29,site_visit
CUST00244,2024-11-08,cart_add
CUST00244,2025-01-21,support_ticket
CUST00244,2024-10-31,site_visit
CUST00244,2024-09-09,cart_add
CUST00245,2024-02-28,cart_add
CUST00246,2025-07-11,email_open
CUST00246,2025-07-12,site_visit
CUST00246,2025-07-24,review_submitted
CUST00247,2025-05-08,site_visit
CUST00248,2025-07-20,site_visit
CUST00248,2025-07-26,site_visit
CUST00248,2025-07-13,site_visit
CUST00248,2025-07-30,cart_abandon
CUST00248,2025-07-27,email_open
CUST00249,2025-07-14,site_visit
CUST00249,2025-07-29,site_visit
CUST00249,2025-07-17,cart_add
CUST00249,2025-07-09,support_ticket
CUST00249,2025-07-22,cart_add
CUST00249,2025-07-09,site_visit
CUST00249,2025-07-22,site_visit
CUST00249,2025-07-11,site_visit
CUST00250,2025-07-24,site_visit
CUST00250,2025-05-28,email_open
CUST00250,2025-07-08,site_visit
CUST00250,2025-05-18,site_visit
CUST00251,2025-02-02,support_ticket
CUST00252,2024-09-22,site_visit
CUST00253,2025-05-29,cart_add
CUST00253,2025-07-09,cart_add
CUST00253,2025-07-20,site_visit
CUST00253,2025-06-23,cart_add
CUST00253,2025-06-22,site_visit
CUST00254,2024-09-03,site_visit
CUST00254,2025-06-24,email_open
CUST00255,2024-10-26,cart_add
CUST00256,2025-05-30,cart_add
CUST00256,2025-06-23,site_visit
CUST00257,2025-07-05,cart_abandon
CUST00258,2025-04-13,site_visit
CUST00258,2025-07-31,site_visit
CUST00259,2024-12-17,cart_add
CUST00260,2024-05-22,site_visit
CUST00261,2025-05-31,site_visit
CUST00261,2025-02-07,email_open
CUST00262,2025-07-30,site_visit
CUST00262,2025-07-27,cart_abandon
CUST00262,2025-07-30,site_visit
CUST00263,2024-05-03,support_ticket
CUST00264,2025-03-25,site_visit
CUST00264,2025-04-24,cart_abandon
CUST00265,2025-06-16,email_open
CUST00265,2025-05-31,cart_add
CUST00265,2025-06-15,site_visit
CUST00266,2025-03-04,email_open
CUST00266,2025-06-08,cart_add
CUST00267,2025-06-16,cart_abandon
CUST00268,2025-06-28,cart_abandon
CUST00268,2025-04-07,site_visit
CUST00268,2025-04-23,cart_add
CUST00269,2024-12-12,cart_abandon
CUST00270,2025-02-14,cart_add
CUST00271,2025-06-22,site_visit
CUST00271,2025-07-28,site_visit
CUST00271,2025-04-22,cart_abandon
CUST00271,2025-05-03,site_visit
CUST00272,2025-06-30,cart_abandon
CUST00272,2025-06-15,cart_abandon
CUST00272,2025-06-02,site_visit
CUST00272,2025-05-03,cart_add
CUST00272,2025-06-17,cart_add
CUST00273,2025-06-28,site_visit
CUST00273,2025-07-11,cart_abandon
CUST00273,2025-06-14,site_visit
CUST00273,2025-05-20,cart_abandon
CUST00274,2025-06-26,cart_abandon
CUST00274,2025-06-14,site_visit
CUST00274,2025-06-20,site_visit
CUST00274,2025-06-21,site_visit
CUST00274,2025-07-02,cart_abandon
CUST00274,2025-07-15,site_visit
CUST00275,2025-01-07,site_visit
CUST00276,2025-01-10,site_visit
CUST00276,2025-07-23,email_open
CUST00277,2025-04-18,site_visit
CUST00277,2025-05-11,cart_abandon
CUST00277,2025-07-31,site_visit
CUST00278,2025-02-22,site_visit
CUST00279,2025-03-16,site_visit
CUST00279,2025-06-13,site_visit
CUST00279,2025-03-25,cart_abandon
CUST00279,2025-07-10,site_visit
CUST00280,2025-04-19,site_visit
CUST00280,2025-07-08,site_visit
CUST00280,2025-07-27,email_open
CUST00280,2025-07-07,review_submitted
CUST00281,2025-07-24,site_visit
CUST00281,2025-06-21,site_visit
CUST00281,2025-06-14,site_visit
CUST00281,2025-07-29,site_visit
CUST00282,2025-05-06,cart_add
CUST00283,2025-06-15,support_ticket
CUST00284,2025-01-16,site_visit
CUST00285,2025-04-24,site_visit
CUST00286,2024-03-21,site_visit
CUST00287,2025-05-31,site_visit
CUST00288,2025-06-17,site_visit
CUST00289,2025-05-06,site_visit
CUST00290,2025-06-14,site_visit
CUST00290,2025-05-21,cart_add
CUST00291,2024-10-29,cart_add
CUST00292,2025-06-29,site_visit
CUST00293,2025-06-03,site_visit
CUST00293,2025-06-18,site_visit
CUST00293,2025-05-02,site_visit
CUST00293,2025-05-15,cart_add
CUST00293,2025-05-21,site_visit
CUST00293,2025-05-27,email_open
CUST00293,2025-05-26,site_visit
CUST00293,2025-04-24,cart_abandon
CUST00293,2025-06-21,site_visit
CUST00294,2024-11-30,cart_add
CUST00295,2025-04-25,email_open
CUST00296,2025-02-15,site_visit
CUST00296,2025-06-16,site_visit
CUST00296,2025-07-28,site_visit
CUST00296,2025-06-10,site_visit
CUST00297,2025-04-18,cart_abandon
CUST00297,2025-04-20,cart_add
CUST00297,2025-04-12,site_visit
CUST00298,2025-03-06,site_visit
CUST00299,2025-03-13,review_submitted
CUST00300,2025-05-07,site_visit
CUST00301,2024-06-03,review_submitted
CUST00302,2025-03-02,email_open
CUST00302,2025-07-07,site_visit
CUST00303,2024-12-28,cart_add
CUST00303,2025-06-02,cart_add
CUST00304,2025-02-02,site_visit
CUST00304,2025-07-30,site_visit
CUST00305,2025-06-25,site_visit
CUST00305,2025-06-04,support_ticket
CUST00305,2025-07-26,site_visit
CUST00305,2025-05-26,site_visit
CUST00306,2025-07-16,email_open
CUST00306,2025-07-25,cart_abandon
CUST00306,2025-07-22,site_visit
CUST00306,2025-07-22,email_open
CUST00306,2025-07-25,site_visit
CUST00307,2025-04-02,site_visit
CUST00307,2025-07-05,site_visit
CUST00307,2025-02-14,site_visit
CUST00308,2025-04-06,cart_abandon
CUST00309,2025-06-27,site_visit
CUST00309,2025-04-15,support_ticket
CUST00309,2025-06-04,cart_add
CUST00309,2025-06-11,cart_abandon
CUST00309,2025-07-21,support_ticket
CUST00309,2025-07-29,cart_abandon
CUST00309,2025-06-27,site_visit
CUST00310,2025-01-29,email_open
CUST00311,2025-04-19,site_visit
CUST00312,2025-06-11,cart_add
CUST00313,2025-04-20,site_visit
CUST00314,2025-07-17,site_visit
CUST00314,2025-07-08,site_visit
